id,name,k1,k2,k3,avg_test_ll,avg_lp.min
zc4vkm40,restful-sweep-343,96,6,2,-28.536157608032227,-34.537269592285156
pqfmnj1d,solar-sweep-344,96,6,4,-24.47246742248535,-34.2734489440918
pkw2gymm,giddy-sweep-345,96,6,8,-20.95913314819336,-34.74466323852539
pmrxzseb,hopeful-sweep-346,96,6,16,-20.04306411743164,-34.55426788330078
zh03ybso,earthy-sweep-347,96,6,24,-18.95513343811035,-34.33899688720703
7ngp4zxz,glorious-sweep-348,96,6,36,-18.780675888061523,-34.35688018798828
l3hh5six,smart-sweep-349,96,6,48,-18.78388404846191,-34.095523834228516
igrmsi28,major-sweep-350,96,6,72,-19.38480567932129,-34.434654235839844
r98zhos2,bright-sweep-352,96,8,2,-27.878503799438477,-34.4158821105957
gc8sjv38,colorful-sweep-353,96,8,4,-24.279621124267575,-34.51753234863281
urav1yhl,autumn-sweep-354,96,8,8,-21.51570701599121,-34.52555847167969
253b0cgj,elated-sweep-355,96,8,16,-20.23948097229004,-34.42325973510742
e8gppkj2,solar-sweep-356,96,8,24,-19.75849151611328,-34.129127502441406
axqxa21c,upbeat-sweep-357,96,8,36,-19.566497802734375,-34.538734436035156
qvmlv7qk,glowing-sweep-358,96,8,48,-18.766359329223633,-34.1822395324707
gwf1eqrr,hardy-sweep-359,96,8,72,-19.151451110839844,-34.465030670166016
gmf640l2,good-sweep-360,96,8,90,-18.976844787597656,-34.35774230957031
lhe23epx,brisk-sweep-361,96,16,2,-28.602806091308594,-34.70340347290039
8hzmlyxo,honest-sweep-362,96,16,4,-24.415220260620117,-34.43574905395508
jk2y65r1,devoted-sweep-363,96,16,8,-21.80881690979004,-34.75185775756836
415hcrsn,rich-sweep-365,96,16,24,-21.23800277709961,-34.56884765625
7lfb1ehz,fresh-sweep-366,96,16,36,-20.383634567260746,-34.29310607910156
zw559bbt,floral-sweep-367,96,16,48,-21.975923538208008,-34.11759948730469
cnflz33l,vital-sweep-368,96,16,72,-22.70278549194336,-33.822818756103516
j53he0ms,avid-sweep-369,96,16,90,-23.13665008544922,-34.20509719848633
njjilrik,lively-sweep-370,96,20,2,-28.51314926147461,-34.888267517089844
ogx6o2on,fallen-sweep-371,96,20,4,-24.74477767944336,-34.52931213378906
t1opfm1r,visionary-sweep-372,96,20,8,-21.9976863861084,-34.64406967163086
zmi49tw1,gallant-sweep-373,96,20,16,-21.564786911010746,-34.51914596557617
we2woccl,trim-sweep-374,96,20,24,-20.84980583190918,-34.240238189697266
tv74uc21,rosy-sweep-375,96,20,36,-22.68575096130371,-34.004493713378906
yu87lutg,good-sweep-376,96,20,48,-22.2385311126709,-34.28236389160156
xeuc95zy,honest-sweep-377,96,20,72,-24.27235984802246,-33.413330078125
e7zm1das,vibrant-sweep-378,96,20,90,-25.356382369995117,-33.513187408447266
gc1qphe7,proud-sweep-379,128,2,2,-28.559309005737305,-34.47085189819336
2lm1iplb,zany-sweep-380,128,2,4,-23.863384246826172,-34.11113739013672
ogukb5of,azure-sweep-381,128,2,8,-21.03033447265625,-34.39246368408203
9yoob95f,fresh-sweep-382,128,2,16,-19.44492530822754,-34.22844696044922
50jnnc1r,dauntless-sweep-383,128,2,24,-19.14469337463379,-34.51877975463867
81kjynb6,glowing-sweep-384,128,2,36,-19.179861068725582,-34.343624114990234
vi6eayck,gentle-sweep-385,128,2,48,-18.581493377685547,-34.46463394165039
07xmntlw,blooming-sweep-388,128,4,2,-27.802085876464844,-34.561973571777344
157jdegg,olive-sweep-389,128,4,4,-24.022825241088867,-34.42717742919922
a7xxzmjl,stellar-sweep-387,128,2,90,-18.330904006958008,-34.345703125
fzcoi34y,zesty-sweep-390,128,4,8,-21.006959915161133,-34.17238998413086
np462egp,comic-sweep-386,128,2,72,-18.22347068786621,-34.04073715209961
7cg4fu77,dashing-sweep-393,128,4,36,-18.894380569458008,-34.38811111450195
93q72i3o,lunar-sweep-394,128,4,48,-18.58555030822754,-34.55616760253906
f9s7dqin,silvery-sweep-395,128,4,72,-18.17900848388672,-34.04741287231445
klhp7hl0,atomic-sweep-392,128,4,24,-19.598651885986328,-34.36759948730469
r0pc2nbf,sandy-sweep-391,128,4,16,-20.282489776611328,-34.4603385925293
q3l0ao4i,serene-sweep-396,128,4,90,-18.19257545471191,-33.97715759277344
z50373td,visionary-sweep-397,128,6,2,-28.1566162109375,-34.1517219543457
pg6x1wai,swept-sweep-398,128,6,4,-23.642255783081055,-34.2625617980957
9rur6ij1,clean-sweep-399,128,6,8,-21.361473083496097,-33.98134231567383
p7j76oiw,amber-sweep-400,128,6,16,-19.945375442504883,-34.59538650512695
v0wme79k,genial-sweep-401,128,6,24,-18.944061279296875,-34.416961669921875
t58gnzsz,fragrant-sweep-402,128,6,36,-18.923967361450195,-34.02833557128906
rr3813xe,royal-sweep-403,128,6,48,-19.313135147094727,-34.30841064453125
row6rmg6,blooming-sweep-404,128,6,72,-19.314592361450195,-34.09616470336914
6rxry4m5,ethereal-sweep-405,128,6,90,-20.291154861450195,-33.932830810546875
di13k283,breezy-sweep-406,128,8,2,-29.205671310424805,-34.25884246826172
yinf37dm,azure-sweep-407,128,8,4,-23.95269775390625,-34.11896514892578
2lsh2ggr,flowing-sweep-408,128,8,8,-22.305675506591797,-34.202945709228516
iwtu0u2o,playful-sweep-409,128,8,16,-20.9676456451416,-34.51624298095703
f7fh6bdl,amber-sweep-410,128,8,24,-20.56528091430664,-34.16300964355469
1shy8kkl,cosmic-sweep-411,128,8,36,-19.819316864013672,-34.35816955566406
oqh2tziq,vague-sweep-412,128,8,48,-20.419836044311523,-34.2191162109375
job7vi83,northern-sweep-413,128,8,72,-21.12285041809082,-34.23442077636719
mw9swv9q,generous-sweep-414,128,8,90,-19.302337646484375,-33.721981048583984
9dm65g6e,young-sweep-415,128,16,2,-28.139482498168945,-34.285484313964844
ildmjgfq,cool-sweep-416,128,16,4,-24.456727981567383,-34.32316589355469
nm41oe1t,amber-sweep-417,128,16,8,-21.66042709350586,-34.3265380859375
ct618zuu,fresh-sweep-418,128,16,16,-20.93821907043457,-34.595863342285156
mu15fbs8,drawn-sweep-419,128,16,24,-21.806062698364254,-34.072471618652344
cfecrx40,sage-sweep-420,128,16,36,-22.026655197143555,-34.029911041259766
j9b1juvc,breezy-sweep-421,128,16,48,-23.770919799804688,-33.818115234375
ovt29is7,deft-sweep-422,128,16,72,-23.70482635498047,-33.62096405029297
lm6esti9,drawn-sweep-423,128,16,90,-25.36513900756836,-33.60198211669922
1nfi83uv,zany-sweep-424,128,20,2,-27.886137008666992,-34.54837417602539
bu19k571,denim-sweep-425,128,20,4,-24.54145622253418,-34.23447799682617
lh971n6g,stilted-sweep-426,128,20,8,-22.05204963684082,-34.62559509277344
ynkoyree,comic-sweep-427,128,20,16,-21.90774726867676,-34.36696243286133
8yqdhn7s,summer-sweep-428,128,20,24,-21.7546329498291,-34.08702850341797
3rti1bcm,desert-sweep-429,128,20,36,-24.445266723632812,-33.826480865478516
rjcsr19j,curious-sweep-430,128,20,48,-24.842374801635746,-33.70235824584961
l887s4qg,fresh-sweep-431,128,20,72,-27.576644897460938,-33.72227478027344
07usw3pk,soft-sweep-432,128,20,90,-28.51102638244629,-33.18076705932617
evdpthd8,icy-sweep-433,256,2,2,-28.306785583496097,-33.640262603759766
2bfkcj5f,sleek-sweep-434,256,2,4,-24.15311050415039,-33.89216232299805
em48iudx,floral-sweep-435,256,2,8,-20.743061065673828,-33.754512786865234
9i9qvuw4,stellar-sweep-436,256,2,16,-20.79922866821289,-33.606258392333984
iq8lb419,lunar-sweep-437,256,2,24,-18.99138069152832,-33.519290924072266
0uha2mg8,earthy-sweep-438,256,2,36,-19.28429794311523,-33.741634368896484
lonoil6i,sage-sweep-439,256,2,48,-19.20307159423828,-33.71807861328125
42irt9kk,dry-sweep-440,256,2,72,-19.160245895385746,-33.7596549987793
sjl1a803,wild-sweep-441,256,2,90,-19.122323989868164,-33.45566177368164
flfu5e2x,zany-sweep-442,256,4,2,-27.891359329223633,-33.553184509277344
ohfpn0zs,warm-sweep-443,256,4,4,-24.333269119262695,-33.545013427734375
m3apkgm5,serene-sweep-444,256,4,8,-21.30794906616211,-33.91874313354492
a15u6mh1,sandy-sweep-445,256,4,16,-20.470802307128903,-33.584564208984375
l5f68g67,ruby-sweep-446,256,4,24,-19.350496292114254,-33.52491760253906
pkzqcfep,expert-sweep-447,256,4,36,-19.614158630371097,-33.54548645019531
hvzj28jx,fine-sweep-448,256,4,48,-20.25450325012207,-33.57369613647461
bbz5qkz9,electric-sweep-449,256,4,72,-19.527923583984375,-33.31452560424805
wcosqzip,rare-sweep-450,256,4,90,-19.410472869873047,-33.644466400146484
2ycnrllu,denim-sweep-451,256,6,2,-27.758127212524418,-33.684471130371094
zi8jkatl,wild-sweep-452,256,6,4,-24.29303550720215,-33.87357711791992
kriko2b0,happy-sweep-453,256,6,8,-21.60697555541992,-33.74939727783203
t76wfy3s,still-sweep-454,256,6,16,-20.91242027282715,-33.66011047363281
bv9ckm9c,devout-sweep-455,256,6,24,-20.6661376953125,-33.93560028076172
yxu6lovb,rare-sweep-456,256,6,36,-20.09874725341797,-33.45891571044922
7w0g3euw,charmed-sweep-457,256,6,48,-20.88227081298828,-33.725677490234375
lpfyfc9r,gentle-sweep-458,256,6,72,-24.4586238861084,-33.16485595703125
ewtk9on8,rich-sweep-459,256,6,90,-23.07247734069824,-33.10793685913086
xef3gqwy,eager-sweep-460,256,8,2,-28.33046531677246,-33.9133186340332
4hpw8tl0,hearty-sweep-461,256,8,4,-24.48079490661621,-33.97410583496094
lpcnnz7j,skilled-sweep-462,256,8,8,-23.07356834411621,-33.885013580322266
t3tzqw7b,bright-sweep-463,256,8,16,-22.37998962402344,-33.54909133911133
nwoz454d,resilient-sweep-464,256,8,24,-21.849613189697266,-33.700748443603516
3evc3783,worthy-sweep-465,256,8,36,-22.720075607299805,-33.692508697509766
ttdl5j3m,young-sweep-466,256,8,48,-22.999021530151367,-33.43153762817383
q3y6op1k,avid-sweep-467,256,8,72,-26.393138885498047,-33.15185546875
coqak7a0,comfy-sweep-468,256,8,90,-26.422853469848633,-33.04532241821289
gnccbphw,twilight-sweep-469,256,16,2,-28.192209243774418,-34.11827087402344
89w8dwyi,fiery-sweep-470,256,16,4,-24.714679718017575,-34.01955032348633
ai0acjfm,still-sweep-471,256,16,8,-23.782878875732425,-34.02077865600586
dtbgn4s5,fresh-sweep-472,256,16,16,-25.307336807250977,-33.6104621887207
0fi60kre,fresh-sweep-473,256,16,24,-27.605249404907227,-33.632816314697266
kqzbhxba,silver-sweep-474,256,16,36,-29.76230812072754,-33.65314865112305
qmwmhw8v,silver-sweep-475,256,16,48,-33.07956314086914,-32.9292106628418
gen25o2k,honest-sweep-476,256,16,72,-35.08610153198242,-32.42686080932617
ik9omile,distinctive-sweep-477,256,16,90,-35.94704055786133,-31.77460479736328
i26gdy8x,happy-sweep-478,256,20,2,-28.385986328125,-33.75774002075195
v9d4v9dx,devoted-sweep-479,256,20,4,-25.528491973876953,-34.02695846557617
aai8c7rh,eager-sweep-480,256,20,8,-24.653526306152344,-33.889984130859375
s2mnfsvr,bright-sweep-481,256,20,16,-27.059215545654297,-33.45171356201172
u7iq7fk0,charmed-sweep-482,256,20,24,-29.782075881958008,-33.495155334472656
ribagg2s,toasty-sweep-483,256,20,36,-30.740415573120117,-33.43647003173828
9a3jipym,vivid-sweep-484,256,20,48,-32.99726104736328,-32.703460693359375
r8dmyqzz,young-sweep-485,256,20,72,-36.35377502441406,-32.12031555175781
z051d4h5,solar-sweep-486,256,20,90,-38.28388977050781,-31.797447204589844
6433l3ij,hardy-sweep-1,2,2,2,-28.74076461791992,-34.8974494934082
l5wsysk2,apricot-sweep-2,2,2,4,-27.83498191833496,-35.178043365478516
0birnz7f,ethereal-sweep-4,2,2,16,-27.63423538208008,-35.145145416259766
q6zbqu8w,atomic-sweep-3,2,2,8,-27.552610397338867,-35.339111328125
n6v72dh2,rosy-sweep-5,2,2,24,-27.17474937438965,-35.22073745727539
peteu23t,devoted-sweep-6,2,2,36,-27.479352951049805,-34.880126953125
ghqmdytp,solar-sweep-7,2,2,48,-27.632020950317383,-34.78837966918945
nnvqmyru,efficient-sweep-8,2,2,72,-27.522056579589844,-34.836082458496094
3n33jo2x,restful-sweep-9,2,2,90,-27.586814880371097,-34.8271369934082
wbseqenw,dark-sweep-10,2,4,2,-28.191848754882812,-35.291996002197266
1yj2ay51,neat-sweep-11,2,4,4,-26.829784393310547,-35.455902099609375
z5rbqv3g,serene-sweep-12,2,4,8,-27.065040588378903,-35.232765197753906
b3tyr80b,light-sweep-13,2,4,16,-27.488874435424805,-34.79972839355469
g6fbhjtj,stoic-sweep-14,2,4,24,-27.9255313873291,-34.894386291503906
jz658fvz,deft-sweep-15,2,4,36,-26.65195083618164,-34.77646255493164
t1zls9gp,eternal-sweep-17,2,4,72,-27.226865768432617,-34.97792053222656
tg20274p,usual-sweep-16,2,4,48,-27.21327018737793,-35.11994552612305
bki4ssmj,deep-sweep-18,2,4,90,-27.04735565185547,-35.013641357421875
2yylprwr,noble-sweep-19,2,6,2,-28.38457298278809,-35.3642692565918
7zcj6x9t,serene-sweep-20,2,6,4,-27.895265579223633,-35.414852142333984
tnvk8g56,hardy-sweep-21,2,6,8,-27.11827087402344,-34.892799377441406
reiybroi,leafy-sweep-22,2,6,16,-26.523571014404297,-34.93973159790039
z10hbjbo,dry-sweep-23,2,6,24,-27.519006729125977,-35.243186950683594
4wamlj1c,playful-sweep-24,2,6,36,-27.35426902770996,-34.70701217651367
3z1061kx,bright-sweep-25,2,6,48,-27.17100715637207,-34.962371826171875
aenbmeah,feasible-sweep-27,2,6,90,-27.157581329345703,-34.76370620727539
sahy6ugp,clean-sweep-26,2,6,72,-27.430173873901367,-34.80238342285156
8q1vxs9i,vocal-sweep-29,2,8,4,-27.216943740844727,-35.46387481689453
c6hv30sd,lunar-sweep-28,2,8,2,-28.3302001953125,-34.93544006347656
1ginu0fs,rich-sweep-32,2,8,24,-27.12655258178711,-35.100154876708984
mwzqwnhp,olive-sweep-31,2,8,16,-27.26165008544922,-34.973968505859375
v664xdg5,floral-sweep-30,2,8,8,-27.79537773132324,-34.9481086730957
6g6d0mm9,genial-sweep-33,2,8,36,-26.951814651489254,-34.68292236328125
vngl9aj8,young-sweep-34,2,8,48,-27.612194061279297,-34.661720275878906
agb8k0d3,grateful-sweep-36,2,8,90,-27.005876541137695,-34.477500915527344
yk4xbf4s,volcanic-sweep-35,2,8,72,-27.647104263305664,-34.786346435546875
lfpg1c2m,tough-sweep-37,2,16,2,-27.790395736694336,-35.00285339355469
3uq1nchf,devout-sweep-38,2,16,4,-27.543800354003903,-35.175636291503906
ua2ow8vz,major-sweep-39,2,16,8,-27.220277786254883,-34.84917449951172
3vn6pw3l,ethereal-sweep-40,2,16,16,-27.629880905151367,-34.839454650878906
4oe7ghba,graceful-sweep-41,2,16,24,-27.498741149902344,-34.64997100830078
nwxcum2k,wild-sweep-42,2,16,36,-27.460920333862305,-34.5745735168457
ov0bkrjg,effortless-sweep-43,2,16,48,-28.106857299804688,-34.635257720947266
fyqmym6v,daily-sweep-44,2,16,72,-26.950307846069336,-34.51578140258789
5tk41n8g,curious-sweep-45,2,16,90,-27.51749038696289,-34.64393615722656
2lnn4sh7,ruby-sweep-46,2,20,2,-28.32373809814453,-34.93940353393555
3ye45xyo,efficient-sweep-47,2,20,4,-27.47163772583008,-34.59937286376953
509oqipl,gentle-sweep-48,2,20,8,-27.586584091186523,-34.82307815551758
z826289c,fiery-sweep-49,2,20,16,-27.388233184814453,-34.972869873046875
n0uqxzps,vague-sweep-50,2,20,24,-27.846752166748047,-35.07411193847656
kfdmr1h9,vibrant-sweep-51,2,20,36,-26.839351654052734,-34.8704833984375
f79yms28,fresh-sweep-52,2,20,48,-27.295642852783203,-34.629878997802734
lk4d67rg,distinctive-sweep-53,2,20,72,-27.40295028686523,-34.71522521972656
rkgk8fpy,classic-sweep-54,2,20,90,-27.790138244628903,-34.48108673095703
x6zfp9tu,vibrant-sweep-55,4,2,2,-28.008758544921875,-35.269248962402344
z9ui8ktx,earthy-sweep-56,4,2,4,-25.092294692993164,-35.54042053222656
xrqk2vpb,rose-sweep-57,4,2,8,-23.571001052856445,-35.045997619628906
xwe4474m,stilted-sweep-58,4,2,16,-22.99930953979492,-34.73798751831055
prm6xg6x,misunderstood-sweep-59,4,2,24,-22.966711044311523,-35.13100814819336
tv6cn9o4,sage-sweep-60,4,2,36,-23.990705490112305,-34.80327606201172
f0l2tyci,deft-sweep-61,4,2,48,-23.604015350341797,-35.01486587524414
v44673gs,floral-sweep-62,4,2,72,-23.824541091918945,-34.978336334228516
2l23p0p0,stellar-sweep-63,4,2,90,-24.020488739013672,-34.850830078125
sgp88g62,major-sweep-64,4,4,2,-28.340654373168945,-34.99782943725586
rkc6596h,leafy-sweep-65,4,4,4,-25.65402030944824,-34.82730484008789
dnfr2vqq,lyric-sweep-66,4,4,8,-23.77376937866211,-35.24930191040039
khh2i6n8,exalted-sweep-67,4,4,16,-24.29749870300293,-35.01934051513672
bbx3n3yg,visionary-sweep-68,4,4,24,-24.01226806640625,-35.05964279174805
xif5hr35,efficient-sweep-69,4,4,36,-23.426963806152344,-34.97541809082031
4s1sbwjy,rose-sweep-70,4,4,48,-22.75086975097656,-34.604217529296875
srffyt6f,swept-sweep-71,4,4,72,-23.19046974182129,-34.56736373901367
2algajpc,wandering-sweep-72,4,4,90,-23.226694107055664,-34.79579162597656
qyh9iqkc,fiery-sweep-73,4,6,2,-28.817920684814453,-35.064796447753906
mkf5pqw3,graceful-sweep-74,4,6,4,-24.636003494262695,-34.998268127441406
appcrtgc,glamorous-sweep-75,4,6,8,-23.517210006713867,-34.81684494018555
hspum9ef,vital-sweep-76,4,6,16,-22.86011505126953,-35.04922103881836
wge3zjp7,electric-sweep-77,4,6,24,-22.901880264282227,-34.951175689697266
sd7ogykz,restful-sweep-78,4,6,36,-23.21227645874023,-34.88996505737305
6fd1y40d,fragrant-sweep-79,4,6,48,-23.40573501586914,-34.86530303955078
f5sfw829,deep-sweep-80,4,6,72,-22.90576171875,-34.88161849975586
9zf1awys,lemon-sweep-81,4,6,90,-23.947608947753903,-34.70295333862305
iopuiebq,denim-sweep-82,4,8,2,-28.086118698120117,-35.36940002441406
1ad8ubo1,ethereal-sweep-83,4,8,4,-23.948413848876953,-35.43606185913086
u0sykktu,playful-sweep-84,4,8,8,-23.446908950805664,-34.718265533447266
u2zc7whr,splendid-sweep-85,4,8,16,-22.616649627685547,-34.863643646240234
llv5tycm,major-sweep-86,4,8,24,-22.853618621826172,-34.80715560913086
1pltijnu,wandering-sweep-87,4,8,36,-23.42578887939453,-34.59523010253906
gizt07ug,quiet-sweep-88,4,8,48,-22.954116821289062,-34.67631912231445
johxz0gt,zany-sweep-89,4,8,72,-23.12838363647461,-34.640960693359375
dgmlran4,wise-sweep-90,4,8,90,-23.374582290649418,-35.11176300048828
yikfbywx,revived-sweep-91,4,16,2,-28.07619857788086,-34.946041107177734
cq71d25s,wandering-sweep-92,4,16,4,-23.83211326599121,-34.758827209472656
ojjoo66a,dark-sweep-93,4,16,8,-23.758798599243164,-35.064453125
arr83d68,eager-sweep-94,4,16,16,-22.87617874145508,-34.88222885131836
52du7cpj,mild-sweep-95,4,16,24,-23.53355407714844,-34.779998779296875
fneuuv5j,summer-sweep-96,4,16,36,-24.230485916137695,-34.6407585144043
0ot3du5w,whole-sweep-97,4,16,48,-23.39335060119629,-34.549861907958984
73uyqzi9,youthful-sweep-98,4,16,72,-23.39474105834961,-34.92194366455078
zi5p443l,vivid-sweep-99,4,16,90,-23.319259643554688,-34.86043930053711
u2nvxwn0,smart-sweep-100,4,20,2,-28.19182777404785,-34.98929214477539
358xwmln,icy-sweep-101,4,20,4,-24.133285522460938,-35.120208740234375
qvxenlrp,treasured-sweep-102,4,20,8,-24.15734100341797,-34.933197021484375
ar3x0len,vital-sweep-103,4,20,16,-23.184249877929688,-34.95709228515625
zwhcm1zq,brisk-sweep-104,4,20,24,-22.648536682128903,-34.862335205078125
wt4huncx,pleasant-sweep-105,4,20,36,-23.755062103271484,-34.69551086425781
ylrhsiur,devout-sweep-106,4,20,48,-22.97345733642578,-34.91090774536133
ksg7k31d,firm-sweep-107,4,20,72,-24.72220230102539,-34.706390380859375
d12qekph,stellar-sweep-108,4,20,90,-22.884916305541992,-34.83833694458008
5p85k7u4,easy-sweep-109,8,2,2,-28.704681396484375,-35.069461822509766
jr5t2b7r,iconic-sweep-110,8,2,4,-23.596656799316406,-34.99998092651367
xe43i2as,likely-sweep-111,8,2,8,-20.566753387451172,-34.78477478027344
5w22ps4s,efficient-sweep-112,8,2,16,-20.34441566467285,-34.993412017822266
po44yk32,logical-sweep-113,8,2,24,-20.296321868896484,-34.947998046875
7wjtnj36,faithful-sweep-115,8,2,48,-20.400102615356445,-35.06085968017578
yzi0llsu,confused-sweep-114,8,2,36,-20.44207000732422,-34.80986785888672
jgmvcno3,youthful-sweep-116,8,2,72,-20.879154205322266,-34.83024597167969
yw8a9lwx,rural-sweep-117,8,2,90,-20.046485900878903,-34.82688903808594
w9hwwnaa,vital-sweep-118,8,4,2,-28.319108963012695,-34.962520599365234
rnh7tqb5,tough-sweep-119,8,4,4,-23.857421875,-34.86738586425781
j0c8zz25,eager-sweep-120,8,4,8,-21.090187072753903,-35.043575286865234
vlgvqdkr,clean-sweep-121,8,4,16,-20.4332218170166,-34.95817565917969
6cwukwk2,fine-sweep-122,8,4,24,-20.452123641967773,-34.544498443603516
w8s7uq6a,swept-sweep-123,8,4,36,-20.15863990783691,-34.84492111206055
jrbncnle,dulcet-sweep-124,8,4,48,-20.828575134277344,-34.91997146606445
rq5ewexy,flowing-sweep-125,8,4,72,-19.865917205810547,-34.80878829956055
8f7d5792,royal-sweep-126,8,4,90,-19.913036346435547,-34.86995315551758
zzp5ej8y,cerulean-sweep-127,8,6,2,-28.597347259521484,-34.97793197631836
w7toehzu,sparkling-sweep-128,8,6,4,-24.240550994873047,-35.47358322143555
w5rtuygv,glowing-sweep-129,8,6,8,-21.197904586791992,-34.899478912353516
4zervxmd,copper-sweep-130,8,6,16,-20.43695640563965,-35.16049575805664
ztmhzurx,atomic-sweep-131,8,6,24,-19.744949340820312,-34.8594970703125
cg78qpmt,dashing-sweep-132,8,6,36,-20.32214736938477,-34.66313171386719
ll65ydqt,icy-sweep-133,8,6,48,-20.251955032348633,-34.92731857299805
xcwu8p4v,pious-sweep-134,8,6,72,-20.960180282592773,-35.04071807861328
xjru9say,light-sweep-135,8,6,90,-20.53867530822754,-34.7204475402832
f5pqmi9p,magic-sweep-136,8,8,2,-27.9826602935791,-34.8681526184082
91u6vnly,balmy-sweep-137,8,8,4,-23.959856033325195,-34.84321212768555
mv6p9h92,light-sweep-138,8,8,8,-20.781009674072266,-35.158416748046875
ukj1pjc9,classic-sweep-139,8,8,16,-20.11639976501465,-34.60725784301758
reigoyfz,proud-sweep-140,8,8,24,-21.409894943237305,-35.228721618652344
0seyconx,swept-sweep-141,8,8,36,-20.136873245239254,-35.086246490478516
c4pj8g4w,dazzling-sweep-142,8,8,48,-20.300060272216797,-34.84629821777344
z6gmesl2,dutiful-sweep-143,8,8,72,-20.577850341796875,-34.533695220947266
t9apmhjb,polished-sweep-144,8,8,90,-20.8725528717041,-34.83046340942383
0oha686f,sweepy-sweep-145,8,16,2,-28.211978912353516,-35.19148635864258
oaqs0ych,misty-sweep-146,8,16,4,-23.253755569458008,-34.76482009887695
